id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
51264,Male,disloyal Customer,56,Business travel,Eco Plus,89,3,3,3,2,5,3,2,5,5,5,3,2,1,5,5,6,dissatisfied
110691,Female,Loyal Customer,22,Personal Travel,Eco,829,2,4,3,2,5,3,5,5,5,3,4,3,5,5,61,51,dissatisfied
56915,Male,Loyal Customer,25,Business travel,Business,2454,2,4,4,4,2,2,2,4,4,3,4,2,1,2,29,23,dissatisfied
76499,Female,Loyal Customer,56,Business travel,Business,534,2,3,2,2,3,5,4,3,3,3,3,5,3,5,0,0,satisfied
92783,Male,Loyal Customer,48,Personal Travel,Eco,1671,4,5,4,4,2,4,2,2,1,1,2,3,4,2,0,0,dissatisfied
88629,Male,Loyal Customer,23,Personal Travel,Eco,581,4,5,4,1,3,4,3,3,4,3,5,5,4,3,0,0,dissatisfied
40863,Female,Loyal Customer,36,Personal Travel,Eco,588,5,5,5,5,2,5,2,2,3,2,5,5,4,2,0,0,satisfied
24886,Male,disloyal Customer,45,Business travel,Eco,397,2,0,2,5,1,2,1,1,4,2,1,1,4,1,8,0,dissatisfied
83017,Female,Loyal Customer,39,Business travel,Business,983,2,2,2,2,3,5,4,4,4,4,4,4,4,5,105,115,satisfied
5330,Male,Loyal Customer,31,Personal Travel,Business,812,3,1,3,4,5,3,2,5,2,5,3,2,3,5,0,0,dissatisfied
12304,Female,disloyal Customer,20,Business travel,Eco,192,2,0,2,4,3,2,3,3,1,3,1,3,5,3,27,21,dissatisfied
39243,Female,Loyal Customer,39,Business travel,Eco,160,4,3,3,3,4,4,4,4,3,4,2,5,4,4,0,0,satisfied
129088,Male,Loyal Customer,46,Business travel,Business,2446,3,3,3,3,4,4,4,4,2,3,4,4,5,4,5,4,satisfied
22278,Male,Loyal Customer,59,Business travel,Eco,208,4,2,2,2,4,4,4,4,2,5,5,4,2,4,90,119,satisfied
42106,Male,Loyal Customer,33,Business travel,Business,2251,1,1,1,1,4,5,4,4,1,5,3,4,4,4,0,0,satisfied
122010,Female,Loyal Customer,50,Business travel,Business,130,3,3,3,3,3,5,4,5,5,5,4,3,5,3,0,0,satisfied
126222,Female,Loyal Customer,51,Business travel,Eco,650,4,3,3,3,1,4,4,4,4,4,4,1,4,2,0,4,dissatisfied
125736,Female,Loyal Customer,30,Business travel,Eco Plus,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0,satisfied
120228,Male,disloyal Customer,38,Business travel,Eco,903,2,2,2,3,1,2,1,1,1,1,3,4,3,1,0,12,dissatisfied
119320,Female,Loyal Customer,70,Personal Travel,Eco,214,2,1,2,2,3,3,3,4,4,2,5,4,4,2,0,0,dissatisfied
74779,Male,disloyal Customer,29,Business travel,Business,1171,0,0,0,4,3,0,3,3,3,4,5,3,4,3,0,0,satisfied
68005,Female,Loyal Customer,55,Business travel,Business,304,1,1,1,1,2,4,4,5,5,5,5,3,5,5,0,0,satisfied
94176,Female,Loyal Customer,55,Business travel,Business,1523,2,2,3,2,5,4,4,5,5,5,5,5,5,4,0,8,satisfied
81886,Female,disloyal Customer,22,Business travel,Eco,680,0,0,0,4,3,0,3,3,3,4,4,4,4,3,0,0,satisfied
13333,Female,Loyal Customer,30,Business travel,Business,1663,1,1,1,1,4,4,4,4,3,3,3,1,4,4,121,103,satisfied
36268,Male,Loyal Customer,68,Personal Travel,Eco,728,3,3,3,4,3,3,3,3,4,2,4,4,4,3,0,0,dissatisfied
53633,Female,Loyal Customer,22,Personal Travel,Eco,1874,2,2,2,3,4,2,4,4,4,2,4,3,4,4,17,0,dissatisfied
1486,Male,disloyal Customer,22,Business travel,Business,737,5,0,5,4,2,5,1,2,3,4,5,4,5,2,0,0,satisfied
15593,Male,Loyal Customer,17,Business travel,Business,3346,2,4,4,4,2,2,2,2,1,1,3,4,4,2,15,0,dissatisfied
58144,Male,Loyal Customer,39,Personal Travel,Business,925,1,3,1,4,5,5,2,2,2,1,2,5,2,3,0,0,dissatisfied
122460,Female,Loyal Customer,53,Business travel,Business,575,2,2,2,2,5,5,4,4,4,4,4,3,4,5,0,0,satisfied
128343,Male,Loyal Customer,48,Business travel,Business,647,4,4,4,4,4,4,5,2,2,2,2,4,2,3,0,0,satisfied
109552,Male,Loyal Customer,21,Personal Travel,Eco,992,2,5,2,3,5,2,5,5,5,5,4,3,5,5,20,0,dissatisfied
92939,Female,Loyal Customer,19,Personal Travel,Eco,134,2,3,2,3,5,2,5,5,1,2,4,3,3,5,0,13,dissatisfied
75275,Male,Loyal Customer,11,Personal Travel,Eco,1846,2,4,2,1,1,2,1,1,5,3,5,5,4,1,0,0,dissatisfied
87192,Female,disloyal Customer,8,Business travel,Eco,946,2,2,2,2,3,2,3,3,1,5,3,4,3,3,2,0,dissatisfied
33527,Female,Loyal Customer,32,Business travel,Business,1850,1,1,1,1,5,4,5,5,2,2,5,5,1,5,0,0,satisfied
29944,Male,Loyal Customer,38,Business travel,Business,399,3,3,3,3,5,5,2,5,5,5,5,1,5,3,0,0,satisfied
2501,Female,disloyal Customer,24,Business travel,Eco,280,4,5,4,2,4,4,4,4,3,4,5,5,4,4,0,3,dissatisfied
102071,Male,Loyal Customer,49,Business travel,Business,407,4,4,4,4,5,5,4,4,4,4,4,3,4,3,16,5,satisfied
72879,Female,Loyal Customer,44,Business travel,Business,1096,4,4,4,4,5,5,4,4,4,4,4,5,4,3,51,47,satisfied
96157,Male,Loyal Customer,21,Business travel,Business,328,0,0,0,2,5,5,5,5,5,5,5,3,4,5,0,0,satisfied
44544,Male,Loyal Customer,69,Personal Travel,Eco,157,3,1,3,3,4,3,3,4,1,2,2,2,2,4,0,1,dissatisfied
97351,Female,Loyal Customer,38,Business travel,Business,2831,2,2,2,2,5,4,4,4,4,4,4,3,4,2,3,5,satisfied
106989,Female,Loyal Customer,29,Personal Travel,Eco,937,3,3,3,3,1,3,2,1,1,3,4,1,3,1,30,24,dissatisfied
125791,Female,Loyal Customer,28,Business travel,Business,2174,4,4,4,4,4,4,4,4,4,5,4,5,5,4,9,0,satisfied
97362,Female,Loyal Customer,36,Personal Travel,Eco,872,4,2,4,3,2,4,1,2,1,2,3,4,3,2,0,0,dissatisfied
67040,Male,disloyal Customer,11,Business travel,Business,1119,3,3,3,4,4,3,3,4,2,3,3,4,4,4,3,23,dissatisfied
27195,Male,Loyal Customer,48,Business travel,Business,2182,2,2,2,2,1,4,4,4,4,4,4,4,4,4,0,0,satisfied
121021,Male,Loyal Customer,44,Personal Travel,Eco,920,2,4,1,3,4,1,4,4,3,4,4,4,5,4,14,1,dissatisfied
78382,Female,Loyal Customer,59,Business travel,Business,3446,1,1,2,1,2,4,4,4,4,4,4,4,4,5,0,0,satisfied
35582,Male,Loyal Customer,58,Business travel,Eco Plus,1080,5,3,3,3,5,5,5,5,5,4,5,5,2,5,4,0,satisfied
68453,Female,Loyal Customer,50,Business travel,Business,1303,1,1,1,1,5,4,5,5,5,5,5,3,5,5,0,0,satisfied
125085,Female,Loyal Customer,58,Business travel,Business,361,3,4,3,3,3,4,4,5,5,5,5,5,5,3,0,0,satisfied
79598,Male,Loyal Customer,55,Business travel,Business,2401,5,5,5,5,4,5,4,5,5,4,5,5,5,4,41,33,satisfied
1482,Male,Loyal Customer,14,Personal Travel,Business,737,4,3,4,1,1,4,1,1,2,3,1,1,5,1,0,3,dissatisfied
42806,Female,Loyal Customer,54,Business travel,Business,2779,2,2,1,2,2,2,2,4,4,4,4,4,4,5,8,11,satisfied
8605,Male,Loyal Customer,39,Personal Travel,Eco Plus,109,4,4,4,2,4,4,4,4,4,5,4,3,4,4,0,8,dissatisfied
108064,Female,Loyal Customer,60,Business travel,Business,1784,2,3,3,3,3,3,3,2,2,2,2,2,2,4,0,0,dissatisfied
27168,Male,disloyal Customer,37,Business travel,Business,1177,3,3,3,3,3,5,5,4,4,4,4,5,2,5,0,0,dissatisfied
13607,Female,Loyal Customer,52,Business travel,Eco Plus,106,2,5,5,5,1,4,4,2,2,2,2,2,2,4,0,0,dissatisfied
70241,Female,Loyal Customer,39,Business travel,Business,1592,5,5,5,5,5,3,5,5,5,5,5,4,5,4,0,0,satisfied
34263,Female,Loyal Customer,44,Business travel,Business,3540,1,1,1,1,2,3,1,5,5,5,5,1,5,4,0,0,satisfied
33697,Male,Loyal Customer,49,Business travel,Business,759,2,2,2,2,2,2,1,4,4,4,4,1,4,4,0,0,satisfied
103316,Female,Loyal Customer,56,Business travel,Business,1371,1,1,1,1,2,5,5,5,5,5,5,4,5,5,0,1,satisfied
107392,Male,disloyal Customer,25,Business travel,Business,523,2,0,2,3,4,2,4,4,4,3,5,4,4,4,0,0,dissatisfied
13610,Female,Loyal Customer,38,Business travel,Eco Plus,106,2,4,4,4,2,2,2,2,4,2,3,2,4,2,0,0,dissatisfied
15497,Male,Loyal Customer,51,Personal Travel,Eco,164,5,4,5,3,1,5,1,1,3,2,5,5,5,1,0,11,satisfied
15261,Female,Loyal Customer,32,Business travel,Eco Plus,529,2,3,3,3,2,2,2,2,3,5,3,2,4,2,11,0,dissatisfied
2568,Female,disloyal Customer,26,Business travel,Business,304,4,2,4,2,5,4,5,5,3,4,2,3,3,5,19,49,dissatisfied
126205,Female,Loyal Customer,24,Business travel,Eco,328,5,5,5,5,5,4,4,5,3,5,4,4,3,5,17,5,dissatisfied
94980,Female,disloyal Customer,24,Business travel,Eco,148,2,3,1,4,2,1,2,2,1,5,1,2,2,2,3,8,dissatisfied
117776,Female,Loyal Customer,48,Personal Travel,Business,1912,2,4,2,3,4,5,5,2,2,2,2,5,2,3,0,0,dissatisfied
13420,Male,disloyal Customer,35,Business travel,Eco,409,2,0,2,3,5,2,5,5,1,2,3,4,5,5,0,27,dissatisfied
88365,Female,Loyal Customer,32,Business travel,Business,3012,2,2,2,2,4,4,4,4,3,4,4,4,4,4,0,0,satisfied
66784,Male,disloyal Customer,26,Business travel,Business,3711,3,3,3,2,3,3,3,1,2,1,3,3,4,3,0,43,dissatisfied
110486,Male,Loyal Customer,47,Personal Travel,Eco,787,1,4,1,4,1,1,1,1,4,3,3,5,3,1,3,0,dissatisfied
124503,Male,Loyal Customer,46,Business travel,Eco,930,4,5,4,4,5,4,5,5,3,2,4,3,4,5,1,0,dissatisfied
81450,Female,Loyal Customer,37,Business travel,Business,1702,4,4,4,4,2,5,4,2,2,2,2,4,2,4,0,0,satisfied
102799,Female,disloyal Customer,24,Business travel,Eco,342,2,5,2,3,4,2,4,4,3,2,5,4,5,4,0,0,dissatisfied
117510,Female,Loyal Customer,25,Personal Travel,Eco,507,4,2,2,2,4,2,4,4,1,3,2,4,2,4,0,0,satisfied
26509,Male,Loyal Customer,48,Personal Travel,Eco,829,3,5,3,4,3,3,3,3,4,4,4,4,4,3,5,11,dissatisfied
127476,Male,disloyal Customer,28,Business travel,Business,2075,4,4,4,4,1,4,1,1,4,5,4,4,5,1,0,0,satisfied
89496,Male,Loyal Customer,29,Business travel,Business,3725,3,5,5,5,3,3,3,3,4,2,3,1,3,3,21,8,dissatisfied
92299,Male,Loyal Customer,53,Business travel,Business,2556,3,3,3,3,3,5,5,3,3,2,3,3,3,5,64,51,satisfied
64481,Male,Loyal Customer,34,Business travel,Business,190,3,3,3,3,5,4,5,5,5,5,4,4,5,4,0,0,satisfied
39694,Male,Loyal Customer,34,Personal Travel,Eco,1463,4,5,4,3,3,4,5,3,4,4,5,5,5,3,0,0,dissatisfied
63921,Male,Loyal Customer,27,Personal Travel,Eco,1212,5,1,5,4,4,5,4,4,3,1,3,3,3,4,0,0,satisfied
9952,Male,Loyal Customer,11,Business travel,Business,2040,5,5,5,5,5,5,5,5,3,4,5,3,4,5,0,0,satisfied
82023,Male,Loyal Customer,70,Personal Travel,Eco,1517,2,4,2,5,2,2,2,2,2,4,2,5,4,2,3,0,dissatisfied
24094,Male,Loyal Customer,19,Business travel,Business,3424,5,5,5,5,5,5,5,5,1,2,1,4,5,5,0,0,satisfied
27201,Female,disloyal Customer,21,Business travel,Eco,752,0,0,0,1,2,0,2,2,5,3,4,3,4,2,0,0,satisfied
99819,Male,Loyal Customer,56,Business travel,Business,587,1,1,1,1,3,4,4,4,4,4,4,3,4,5,0,0,satisfied
96466,Female,disloyal Customer,16,Business travel,Eco,436,2,1,2,3,3,2,3,3,2,4,4,1,3,3,19,19,dissatisfied
29435,Female,Loyal Customer,38,Business travel,Business,421,3,4,3,3,2,5,5,4,4,5,4,3,4,3,0,6,satisfied
17109,Female,Loyal Customer,7,Personal Travel,Eco,416,2,2,2,4,1,2,1,1,3,5,4,1,3,1,0,0,dissatisfied
102617,Male,Loyal Customer,56,Personal Travel,Eco,1294,2,5,2,3,1,2,1,1,3,2,5,5,5,1,7,0,dissatisfied
26486,Female,Loyal Customer,13,Personal Travel,Eco Plus,842,3,5,3,2,2,3,2,2,4,1,2,3,2,2,0,0,dissatisfied
112355,Male,Loyal Customer,46,Business travel,Business,2102,5,5,5,5,5,5,4,5,5,5,5,4,5,4,64,47,satisfied
112380,Male,Loyal Customer,59,Business travel,Business,3243,3,3,3,3,4,4,4,5,5,5,5,5,5,4,57,44,satisfied
97120,Female,Loyal Customer,55,Business travel,Business,3686,1,1,1,1,4,4,5,3,3,4,3,3,3,4,5,11,satisfied
22686,Female,Loyal Customer,38,Business travel,Eco,589,3,3,3,3,3,3,3,3,3,2,3,3,4,3,163,222,satisfied
126550,Female,Loyal Customer,54,Personal Travel,Eco,644,4,4,4,4,4,5,5,4,4,4,4,5,4,4,22,20,dissatisfied
123727,Female,Loyal Customer,49,Business travel,Business,1795,2,2,2,2,5,4,4,5,5,5,5,3,5,3,0,0,satisfied
52499,Male,Loyal Customer,46,Business travel,Business,1810,4,4,3,4,2,5,5,4,4,4,5,5,4,5,0,0,satisfied
61463,Female,Loyal Customer,54,Business travel,Business,2288,5,5,5,5,4,5,4,5,5,5,5,3,5,4,10,1,satisfied
80362,Male,Loyal Customer,35,Business travel,Business,368,1,1,1,1,4,5,5,4,4,4,4,5,4,3,3,0,satisfied
104593,Female,Loyal Customer,40,Personal Travel,Eco,369,3,1,3,2,3,3,3,3,2,3,3,1,2,3,0,0,dissatisfied
56200,Female,Loyal Customer,16,Personal Travel,Eco,1400,2,2,2,3,4,2,4,4,2,5,2,4,2,4,0,0,dissatisfied
10219,Male,Loyal Customer,35,Business travel,Business,2549,1,1,1,1,4,4,5,4,4,4,4,4,4,4,3,0,satisfied
54201,Male,Loyal Customer,18,Personal Travel,Eco,1504,0,4,0,1,3,0,3,3,3,2,5,3,4,3,0,0,satisfied
109486,Female,Loyal Customer,18,Business travel,Business,920,4,4,4,4,4,4,4,4,5,2,5,5,5,4,16,3,satisfied
27967,Female,Loyal Customer,11,Personal Travel,Eco,1660,3,5,3,4,5,3,5,5,5,5,5,5,5,5,0,10,dissatisfied
28871,Female,disloyal Customer,22,Business travel,Eco,605,0,0,0,1,4,0,4,4,2,3,5,1,3,4,0,0,satisfied
83223,Female,Loyal Customer,55,Business travel,Business,1979,5,5,5,5,3,4,4,4,4,4,4,5,4,3,15,33,satisfied
121694,Female,Loyal Customer,61,Personal Travel,Eco Plus,328,2,2,2,4,2,3,3,5,5,2,5,2,5,1,8,3,dissatisfied
105325,Female,Loyal Customer,55,Business travel,Business,1757,4,4,4,4,5,5,4,5,5,4,5,3,5,4,11,28,satisfied
125203,Female,Loyal Customer,61,Business travel,Business,3504,5,2,5,5,1,3,1,5,5,5,5,2,5,1,0,8,satisfied
82891,Female,Loyal Customer,63,Personal Travel,Eco,645,5,5,5,2,4,4,5,4,4,5,4,3,4,4,0,0,satisfied
113682,Female,Loyal Customer,40,Personal Travel,Eco,223,3,4,0,2,4,0,3,4,3,2,5,3,5,4,0,0,dissatisfied
113452,Female,Loyal Customer,41,Business travel,Business,2888,2,5,2,2,5,5,5,4,4,4,4,5,4,3,0,0,satisfied
95111,Female,Loyal Customer,18,Personal Travel,Eco,277,4,4,4,1,4,4,2,4,3,5,5,1,2,4,18,20,dissatisfied
12823,Female,Loyal Customer,41,Business travel,Business,528,4,4,4,4,1,2,4,4,4,4,4,3,4,3,0,0,satisfied
28185,Female,Loyal Customer,59,Personal Travel,Eco,873,4,1,4,3,3,4,3,3,3,4,3,3,3,4,0,0,dissatisfied
71820,Male,disloyal Customer,31,Business travel,Eco,981,1,1,1,2,5,1,5,5,1,4,1,3,3,5,0,0,dissatisfied
125623,Female,Loyal Customer,54,Business travel,Business,2399,4,4,2,4,4,5,4,5,5,5,5,4,5,3,21,19,satisfied
9978,Female,Loyal Customer,19,Personal Travel,Eco,515,4,4,4,3,4,4,4,4,5,3,4,3,5,4,15,0,dissatisfied
67281,Male,Loyal Customer,30,Personal Travel,Eco,1119,3,4,3,4,2,3,2,2,3,3,4,1,4,2,0,0,dissatisfied
65854,Female,Loyal Customer,63,Personal Travel,Eco,1389,2,4,2,4,2,4,1,1,1,2,1,5,1,4,0,0,dissatisfied
93773,Female,Loyal Customer,43,Business travel,Business,1865,2,2,2,2,5,5,4,4,4,4,4,3,4,4,7,0,satisfied
18447,Male,Loyal Customer,39,Business travel,Business,127,2,5,5,5,5,3,4,2,2,2,2,2,2,3,0,0,dissatisfied
61272,Female,Loyal Customer,26,Personal Travel,Eco,967,2,4,2,4,2,2,2,2,3,3,4,5,5,2,0,0,dissatisfied
20801,Male,Loyal Customer,42,Business travel,Eco,508,5,4,4,4,5,5,5,5,4,2,1,3,1,5,54,46,satisfied
61002,Female,Loyal Customer,23,Business travel,Business,2211,4,5,5,5,4,4,4,4,1,5,3,4,3,4,38,31,dissatisfied
67561,Female,Loyal Customer,43,Business travel,Business,1205,4,4,4,4,5,5,4,5,5,5,5,3,5,5,5,8,satisfied
21367,Female,Loyal Customer,48,Business travel,Business,1862,2,5,5,5,2,3,3,2,2,2,2,1,2,2,7,12,dissatisfied
16490,Female,Loyal Customer,56,Business travel,Business,3207,1,2,2,2,1,1,1,2,2,4,4,1,1,1,162,165,dissatisfied
39580,Female,Loyal Customer,47,Business travel,Eco,908,3,4,4,4,3,2,1,3,3,3,3,5,3,1,0,0,satisfied
67640,Male,Loyal Customer,57,Business travel,Business,1464,4,4,4,4,2,4,4,5,5,4,5,3,5,3,0,0,satisfied
105888,Female,disloyal Customer,27,Business travel,Business,283,0,0,0,4,3,0,3,3,3,3,5,5,4,3,51,38,satisfied
123450,Male,Loyal Customer,47,Business travel,Business,2125,1,1,1,1,2,5,5,4,4,4,4,5,4,5,0,0,satisfied
62796,Female,Loyal Customer,61,Personal Travel,Eco,2615,3,4,3,1,3,3,3,5,2,4,5,3,5,3,0,14,dissatisfied
88667,Female,Loyal Customer,65,Personal Travel,Eco,515,2,5,2,1,3,4,5,4,4,2,2,5,4,3,45,41,dissatisfied
42095,Male,Loyal Customer,28,Business travel,Eco,898,0,0,0,4,5,0,5,5,4,2,1,1,3,5,0,0,satisfied
47556,Male,Loyal Customer,27,Business travel,Eco Plus,584,0,0,0,2,5,0,4,5,1,5,2,4,3,5,0,0,satisfied
56157,Female,disloyal Customer,46,Business travel,Eco,1400,1,1,1,1,5,1,5,5,4,4,1,1,2,5,0,7,dissatisfied
74743,Male,Loyal Customer,46,Personal Travel,Eco,1171,3,4,4,4,4,4,4,4,3,5,3,4,4,4,0,0,dissatisfied
9889,Female,Loyal Customer,51,Business travel,Business,508,2,2,2,2,5,5,4,3,3,4,3,3,3,3,0,16,satisfied
44437,Male,disloyal Customer,43,Business travel,Eco,588,4,0,4,3,4,4,4,4,1,4,5,2,1,4,0,0,dissatisfied
49306,Male,Loyal Customer,37,Business travel,Eco,421,4,1,1,1,4,4,4,4,1,1,3,4,5,4,0,0,satisfied
79735,Female,Loyal Customer,42,Business travel,Eco Plus,762,3,3,3,3,4,3,3,3,3,3,3,4,3,2,3,8,dissatisfied
115687,Female,Loyal Customer,63,Business travel,Business,2181,3,5,1,5,2,3,4,3,3,3,3,3,3,4,3,13,dissatisfied
107950,Male,disloyal Customer,12,Business travel,Business,611,5,5,5,1,5,5,5,4,5,5,5,5,5,5,223,243,satisfied
6309,Female,disloyal Customer,20,Business travel,Business,315,5,2,5,5,5,5,5,5,5,2,5,3,4,5,0,14,satisfied
62970,Male,Loyal Customer,50,Business travel,Eco,862,4,5,5,5,4,4,4,4,1,2,4,2,4,4,0,11,dissatisfied
38127,Male,Loyal Customer,41,Business travel,Business,3108,1,1,1,1,1,4,4,5,5,4,5,1,5,5,0,0,satisfied
90439,Male,Loyal Customer,64,Business travel,Business,404,1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0,satisfied
63816,Female,Loyal Customer,44,Business travel,Business,1192,3,4,2,4,4,2,2,3,3,3,3,1,3,3,11,18,dissatisfied
73751,Male,Loyal Customer,28,Personal Travel,Eco,204,1,2,1,3,5,1,5,5,1,5,2,4,2,5,59,54,dissatisfied
115742,Male,Loyal Customer,44,Business travel,Business,1736,1,1,4,1,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
60929,Male,Loyal Customer,41,Business travel,Business,888,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0,satisfied
36575,Female,Loyal Customer,47,Business travel,Eco,1237,4,5,5,5,2,2,2,4,4,4,4,1,4,1,0,0,satisfied
98460,Female,Loyal Customer,56,Business travel,Business,2153,2,2,2,2,3,4,5,4,4,4,5,4,4,5,0,0,satisfied
24868,Female,disloyal Customer,22,Business travel,Eco,356,2,4,2,3,4,2,1,4,2,4,3,3,3,4,0,0,dissatisfied
24159,Male,Loyal Customer,45,Business travel,Business,3511,0,4,0,4,1,1,5,3,3,3,3,5,3,4,0,8,satisfied
39727,Male,Loyal Customer,34,Business travel,Eco,298,4,2,2,2,4,4,4,4,1,4,4,2,3,4,0,0,satisfied
117809,Male,disloyal Customer,36,Business travel,Eco,328,2,4,2,3,4,2,4,4,4,4,3,2,4,4,20,15,dissatisfied
23911,Female,Loyal Customer,33,Business travel,Business,2710,4,5,5,5,3,3,4,4,4,3,4,4,4,3,0,0,dissatisfied
42411,Female,Loyal Customer,57,Business travel,Eco Plus,451,3,2,2,2,4,4,4,3,3,3,3,1,3,3,51,50,dissatisfied
74973,Male,Loyal Customer,55,Personal Travel,Eco,2475,1,4,1,2,3,1,3,3,4,5,4,4,4,3,0,0,dissatisfied
24119,Female,Loyal Customer,62,Personal Travel,Eco,510,4,5,4,2,3,5,5,3,3,4,3,4,3,5,55,46,satisfied
46982,Female,Loyal Customer,38,Personal Travel,Eco,853,3,4,3,4,5,3,5,5,4,5,4,5,5,5,11,22,dissatisfied
75313,Male,disloyal Customer,34,Business travel,Business,2504,3,3,3,1,3,3,3,3,2,5,5,3,3,3,0,0,dissatisfied
129716,Male,disloyal Customer,20,Business travel,Eco,447,3,3,3,4,4,3,4,4,3,2,4,3,3,4,0,0,dissatisfied
116011,Male,Loyal Customer,53,Personal Travel,Eco,446,3,5,3,3,1,3,1,1,4,2,5,5,4,1,0,0,dissatisfied
83100,Female,Loyal Customer,19,Personal Travel,Eco,983,1,5,1,1,1,1,1,1,5,5,5,5,4,1,0,0,dissatisfied
76390,Male,disloyal Customer,24,Business travel,Eco,531,3,2,3,4,5,3,5,5,1,5,3,3,3,5,0,16,dissatisfied
14036,Female,Loyal Customer,18,Personal Travel,Eco,1117,3,5,3,3,1,3,1,1,5,4,5,5,5,1,0,0,dissatisfied
96224,Male,Loyal Customer,33,Business travel,Eco,460,2,4,4,4,2,2,2,2,3,5,4,2,4,2,36,27,dissatisfied
128847,Male,Loyal Customer,64,Personal Travel,Eco,2586,3,5,3,4,3,2,2,5,5,4,4,2,5,2,11,5,dissatisfied
107521,Female,Loyal Customer,56,Personal Travel,Eco,838,2,5,2,2,5,5,5,2,2,2,2,3,2,4,30,23,dissatisfied
98724,Male,Loyal Customer,61,Personal Travel,Eco Plus,834,0,4,0,2,1,0,1,1,5,2,5,4,4,1,0,0,satisfied
87897,Male,disloyal Customer,34,Business travel,Business,270,2,2,2,3,4,2,4,4,4,4,4,4,4,4,0,0,dissatisfied
1437,Male,Loyal Customer,62,Personal Travel,Business,772,4,1,4,2,1,1,2,2,2,4,2,2,2,3,6,0,dissatisfied
34465,Female,Loyal Customer,52,Business travel,Eco,266,4,2,5,5,4,1,1,4,4,4,4,2,4,4,0,0,satisfied
27078,Male,disloyal Customer,24,Business travel,Eco,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0,satisfied
13730,Male,Loyal Customer,55,Business travel,Business,2987,2,2,3,2,3,3,4,4,4,4,4,4,4,1,70,53,satisfied
65732,Female,Loyal Customer,25,Business travel,Business,1061,4,4,4,4,5,5,5,5,3,4,4,4,5,5,0,0,satisfied
89016,Female,Loyal Customer,54,Business travel,Business,1947,1,3,3,3,5,3,2,1,1,1,1,3,1,1,5,0,dissatisfied
31853,Male,Loyal Customer,34,Business travel,Eco,2677,0,0,0,3,5,0,5,5,1,2,3,2,5,5,0,0,satisfied
101739,Female,Loyal Customer,52,Business travel,Business,1590,3,3,3,3,2,5,5,5,5,5,5,4,5,5,0,11,satisfied
67736,Male,disloyal Customer,36,Business travel,Eco,1465,3,2,2,2,1,3,1,1,2,2,1,4,2,1,0,0,dissatisfied
49076,Female,Loyal Customer,60,Business travel,Eco,308,4,1,1,1,2,5,4,4,4,4,4,1,4,3,0,21,satisfied
106860,Male,Loyal Customer,25,Business travel,Business,1993,1,1,1,1,5,5,5,5,5,4,4,3,5,5,9,1,satisfied
101331,Female,disloyal Customer,31,Business travel,Business,1771,3,3,3,3,3,3,3,3,4,4,5,4,4,3,15,0,dissatisfied
79891,Female,Loyal Customer,56,Business travel,Eco,1080,2,4,4,4,1,4,3,3,3,2,3,3,3,4,6,0,dissatisfied
65498,Male,Loyal Customer,42,Business travel,Business,3614,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,0,satisfied
23975,Female,disloyal Customer,37,Business travel,Eco,596,5,0,5,4,4,5,4,4,3,1,1,2,2,4,0,0,satisfied
24198,Male,Loyal Customer,53,Business travel,Eco,147,3,4,4,4,3,3,3,3,4,5,3,3,4,3,0,13,dissatisfied
24238,Female,Loyal Customer,65,Business travel,Business,302,1,1,1,1,5,1,3,4,4,4,4,5,4,2,0,0,satisfied
66702,Female,Loyal Customer,12,Business travel,Business,3540,3,3,3,3,4,4,4,4,5,5,5,5,4,4,0,0,satisfied
61,Male,Loyal Customer,42,Business travel,Business,3391,3,3,3,3,2,5,4,4,4,4,5,5,4,3,0,0,satisfied
113290,Male,Loyal Customer,33,Business travel,Business,2046,4,4,4,4,5,5,5,5,4,4,5,3,5,5,0,0,satisfied
82326,Female,Loyal Customer,37,Business travel,Eco,456,2,1,1,1,2,2,2,2,2,4,3,2,3,2,73,67,dissatisfied
35412,Male,disloyal Customer,22,Business travel,Eco,680,4,4,4,3,2,4,5,2,1,1,4,3,4,2,54,18,dissatisfied
77740,Female,disloyal Customer,40,Business travel,Business,331,4,4,4,5,5,4,5,5,1,1,5,2,5,5,0,0,dissatisfied
113129,Male,Loyal Customer,16,Personal Travel,Eco Plus,569,3,3,4,2,3,4,3,3,2,2,3,1,2,3,0,0,dissatisfied
85867,Male,Loyal Customer,22,Personal Travel,Business,2172,2,4,1,3,1,1,1,1,4,2,5,3,5,1,0,0,dissatisfied
70615,Male,Loyal Customer,49,Business travel,Business,3249,5,5,5,5,2,4,4,4,4,4,4,4,4,4,0,4,satisfied
35379,Male,disloyal Customer,36,Business travel,Eco,610,3,0,3,4,2,3,2,2,4,1,3,1,4,2,0,0,dissatisfied
